Nome: PALMAS;;;;
Codigo Estacao: A009;;;;
Latitude: -10.14777777;;;;
Longitude: -48.31444444;;;;
Altitude: 267;;;;
Situacao: Operante;;;;
Data Inicial: 2020-01-01;;;;
Data Final: 2023-12-31;;;;
Periodicidade da Medicao: Horaria;;;;
;;;;
Data Medicao;Hora Medicao;TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);;
20/08/2023;700;21,8;;
20/08/2023;800;22,2;;
20/08/2023;900;20,8;;
20/08/2023;1000;21,7;;
20/08/2023;1100;26,2;;
20/08/2023;1200;30,8;;
20/08/2023;1300;34,2;;
20/08/2023;1400;35,4;;
20/08/2023;1500;36,6;;
20/08/2023;1600;37,4;;
20/08/2023;1700;37;;
20/08/2023;1800;37,7;;
20/08/2023;1900;38,2;;
20/08/2023;2000;37,2;;
20/08/2023;2100;34,6;;
20/08/2023;2200;31,7;;
20/08/2023;2300;30,3;;
21/08/2023;0;30,7;;
21/08/2023;100;29,4;;
21/08/2023;200;27,6;;
21/08/2023;300;26,5;;
21/08/2023;400;25,5;;
21/08/2023;500;24,4;;
21/08/2023;600;23,9;;
21/08/2023;700;23,6;;
21/08/2023;800;22,3;;
21/08/2023;900;22,1;;
21/08/2023;1000;22,3;;
21/08/2023;1100;27,4;;
21/08/2023;1200;30,8;;
21/08/2023;1300;33,1;;
21/08/2023;1400;35,3;;
21/08/2023;1500;37,4;;
21/08/2023;1600;37,9;;
21/08/2023;1700;37,7;;
21/08/2023;1800;38;;
21/08/2023;1900;37,8;;
21/08/2023;2000;37,3;;
21/08/2023;2100;35,5;;
21/08/2023;2200;31,3;;
21/08/2023;2300;29,7;;
22/08/2023;0;28;;
22/08/2023;100;26,8;;
22/08/2023;200;26,6;;
22/08/2023;300;24,7;;
22/08/2023;400;24,6;;
22/08/2023;500;24,9;;
22/08/2023;600;25,7;;
22/08/2023;700;24,5;;
22/08/2023;800;23,7;;
22/08/2023;900;23,3;;
22/08/2023;1000;24,8;;
22/08/2023;1100;31,3;;
22/08/2023;1200;33,3;;
22/08/2023;1300;34;;
22/08/2023;1400;35,5;;
22/08/2023;1500;36,2;;
22/08/2023;1600;37,3;;
22/08/2023;1700;37,7;;
22/08/2023;1800;36,6;;
22/08/2023;1900;37,6;;
22/08/2023;2000;37;;
22/08/2023;2100;34,9;;
22/08/2023;2200;31,9;;
22/08/2023;2300;30,9;;
23/08/2023;0;28,8;;
23/08/2023;100;28,2;;
23/08/2023;200;27,5;;
23/08/2023;300;27,5;;
23/08/2023;400;26,6;;
23/08/2023;500;26,1;;
23/08/2023;600;25,1;;
23/08/2023;700;23,6;;
23/08/2023;800;24;;
23/08/2023;900;23,7;;
23/08/2023;1000;25,4;;
23/08/2023;1100;28,1;;
23/08/2023;1200;27,5;;
23/08/2023;1300;24,9;;
23/08/2023;1400;25,1;;
23/08/2023;1500;27,4;;
23/08/2023;1600;30;;
23/08/2023;1700;31,5;;
23/08/2023;1800;31,7;;
23/08/2023;1900;32,3;;
23/08/2023;2000;33,1;;
23/08/2023;2100;32;;
23/08/2023;2200;28,7;;
23/08/2023;2300;28;;
24/08/2023;0;27,5;;
24/08/2023;100;26,2;;
24/08/2023;200;26,2;;
24/08/2023;300;25,5;;
24/08/2023;400;24;;
24/08/2023;500;24,1;;
24/08/2023;600;24,6;;
24/08/2023;700;23,6;;
24/08/2023;800;24,2;;
24/08/2023;900;23,6;;
24/08/2023;1000;25;;
24/08/2023;1100;28,9;;
24/08/2023;1200;31;;
24/08/2023;1300;32,7;;
24/08/2023;1400;33,8;;
24/08/2023;1500;33,7;;
24/08/2023;1600;35,4;;
24/08/2023;1700;36,5;;
24/08/2023;1800;35,5;;
24/08/2023;1900;36,1;;
24/08/2023;2000;25,8;;
24/08/2023;2100;24,2;;
24/08/2023;2200;24,2;;
24/08/2023;2300;24,5;;
25/08/2023;0;25,4;;
25/08/2023;100;24;;
25/08/2023;200;25,1;;
25/08/2023;300;24,3;;
25/08/2023;400;24;;
25/08/2023;500;23,4;;
25/08/2023;600;23,2;;
25/08/2023;700;23;;
25/08/2023;800;22,5;;
25/08/2023;900;22,9;;
25/08/2023;1000;23,7;;
25/08/2023;1100;26,3;;
25/08/2023;1200;28,4;;
25/08/2023;1300;30,9;;
25/08/2023;1400;32,1;;
25/08/2023;1500;33,8;;
25/08/2023;1600;34,3;;
25/08/2023;1700;34,1;;
25/08/2023;1800;28,3;;
25/08/2023;1900;28,8;;
25/08/2023;2000;29,6;;
25/08/2023;2100;28,8;;
25/08/2023;2200;27,9;;
25/08/2023;2300;27,3;;
26/08/2023;0;27,1;;
26/08/2023;100;26,4;;
26/08/2023;200;26,4;;
26/08/2023;300;26,4;;
26/08/2023;400;25,9;;
26/08/2023;500;25,5;;
26/08/2023;600;26,5;;
26/08/2023;700;24,7;;
26/08/2023;800;24,3;;
26/08/2023;900;23,9;;
26/08/2023;1000;25,1;;
26/08/2023;1100;27,6;;
26/08/2023;1200;28,8;;
26/08/2023;1300;29,6;;
26/08/2023;1400;32;;
26/08/2023;1500;31,2;;
26/08/2023;1600;32,4;;
26/08/2023;1700;32,8;;
26/08/2023;1800;31,5;;
26/08/2023;1900;32,4;;
26/08/2023;2000;28,7;;
26/08/2023;2100;26,6;;
26/08/2023;2200;26,9;;
26/08/2023;2300;25,8;;
27/08/2023;0;25,4;;
27/08/2023;100;25;;
27/08/2023;200;24,6;;
27/08/2023;300;24,7;;
27/08/2023;400;24,8;;
27/08/2023;500;24,4;;
27/08/2023;600;24,5;;
27/08/2023;700;24,4;;
27/08/2023;800;24,1;;
27/08/2023;900;23,9;;
27/08/2023;1000;24,1;;
27/08/2023;1100;26;;
27/08/2023;1200;27,9;;
27/08/2023;1300;29,6;;
27/08/2023;1400;31,8;;
27/08/2023;1500;31,2;;
27/08/2023;1600;30;;
27/08/2023;1700;30,1;;
27/08/2023;1800;31,6;;
27/08/2023;1900;31,3;;
27/08/2023;2000;27;;
27/08/2023;2100;26,4;;
27/08/2023;2200;25;;
27/08/2023;2300;25;;
28/08/2023;0;24,8;;
28/08/2023;100;24,6;;
28/08/2023;200;24,2;;
28/08/2023;300;23,4;;
28/08/2023;400;23,7;;
28/08/2023;500;23,1;;
28/08/2023;600;23,2;;
28/08/2023;700;23,4;;
28/08/2023;800;22,7;;
28/08/2023;900;22,1;;
28/08/2023;1000;22,5;;
28/08/2023;1100;25,8;;
28/08/2023;1200;27,1;;
28/08/2023;1300;29,5;;
28/08/2023;1400;31,4;;
28/08/2023;1500;33;;
28/08/2023;1600;33,2;;
28/08/2023;1700;31,4;;
28/08/2023;1800;30,9;;
28/08/2023;1900;33,2;;
28/08/2023;2000;34,3;;
28/08/2023;2100;33,1;;
28/08/2023;2200;30,6;;
28/08/2023;2300;28,7;;
29/08/2023;0;27,1;;
29/08/2023;100;23,2;;
29/08/2023;200;23,9;;
29/08/2023;300;25,2;;
29/08/2023;400;24,4;;
29/08/2023;500;24,6;;
29/08/2023;600;23,9;;
29/08/2023;700;23,6;;
29/08/2023;800;23,8;;
29/08/2023;900;23,8;;
29/08/2023;1000;24,5;;
29/08/2023;1100;24,9;;
29/08/2023;1200;27,2;;
29/08/2023;1300;28,6;;
29/08/2023;1400;29,7;;
29/08/2023;1500;28,4;;
29/08/2023;1600;30;;
29/08/2023;1700;30,4;;
29/08/2023;1800;28,8;;
29/08/2023;1900;28,4;;
29/08/2023;2000;29;;
29/08/2023;2100;28,9;;
29/08/2023;2200;27,8;;
29/08/2023;2300;26,9;;
30/08/2023;0;26,4;;
30/08/2023;100;26;;
30/08/2023;200;25,7;;
30/08/2023;300;25,7;;
30/08/2023;400;25,2;;
30/08/2023;500;25,1;;
30/08/2023;600;25;;
30/08/2023;700;24,6;;
30/08/2023;800;24,6;;
30/08/2023;900;24,4;;
30/08/2023;1000;25;;
30/08/2023;1100;26,6;;
30/08/2023;1200;28,1;;
30/08/2023;1300;29,8;;
30/08/2023;1400;29,8;;
30/08/2023;1500;30,1;;
30/08/2023;1600;30,6;;
30/08/2023;1700;31,9;;
30/08/2023;1800;28,2;;
30/08/2023;1900;28,7;;
30/08/2023;2000;28,2;;
30/08/2023;2100;26,9;;
30/08/2023;2200;26,5;;
30/08/2023;2300;25,9;;
31/08/2023;0;26,8;;
31/08/2023;100;25,1;;
31/08/2023;200;25,5;;
31/08/2023;300;24,5;;
31/08/2023;400;24,1;;
31/08/2023;500;24,4;;
31/08/2023;600;24;;
31/08/2023;700;23,9;;
31/08/2023;800;24;;
31/08/2023;900;23,9;;
31/08/2023;1000;24,6;;
31/08/2023;1100;26,9;;
31/08/2023;1200;29;;
31/08/2023;1300;30,1;;
31/08/2023;1400;30,7;;
31/08/2023;1500;32,1;;
31/08/2023;1600;33,9;;
31/08/2023;1700;34,2;;
31/08/2023;1800;32,2;;
31/08/2023;1900;33,8;;
31/08/2023;2000;32,8;;
31/08/2023;2100;31,4;;
31/08/2023;2200;29,8;;
31/08/2023;2300;28,5;;
01/09/2023;0;27,5;;
01/09/2023;100;26,4;;
01/09/2023;200;26,3;;
01/09/2023;300;25,5;;
01/09/2023;400;25,2;;
01/09/2023;500;24,7;;
01/09/2023;600;24,3;;
01/09/2023;700;23,9;;
01/09/2023;800;24,2;;
01/09/2023;900;23,7;;
01/09/2023;1000;23,5;;
01/09/2023;1100;24;;
01/09/2023;1200;24,9;;
01/09/2023;1300;27,6;;
01/09/2023;1400;28,3;;
01/09/2023;1500;29,7;;
01/09/2023;1600;31,9;;
01/09/2023;1700;32,4;;
01/09/2023;1800;33;;
01/09/2023;1900;33,7;;
01/09/2023;2000;32,6;;
01/09/2023;2100;31;;
01/09/2023;2200;28,6;;
01/09/2023;2300;28,6;;
02/09/2023;0;26,9;;
02/09/2023;100;26,2;;
02/09/2023;200;26,2;;
02/09/2023;300;26,3;;
02/09/2023;400;25;;
02/09/2023;500;25,2;;
02/09/2023;600;24,2;;
02/09/2023;700;24,1;;
02/09/2023;800;24;;
02/09/2023;900;23,7;;
02/09/2023;1000;24,8;;
02/09/2023;1100;27,5;;
02/09/2023;1200;28,1;;
02/09/2023;1300;28,2;;
02/09/2023;1400;27,9;;
02/09/2023;1500;27,3;;
02/09/2023;1600;28,2;;
02/09/2023;1700;28,9;;
02/09/2023;1800;30;;
02/09/2023;1900;30;;
02/09/2023;2000;29,9;;
02/09/2023;2100;28,9;;
02/09/2023;2200;27,4;;
02/09/2023;2300;26,3;;
03/09/2023;0;26,1;;
03/09/2023;100;24,6;;
03/09/2023;200;24,3;;
03/09/2023;300;23,8;;
03/09/2023;400;23,9;;
03/09/2023;500;23,2;;
03/09/2023;600;24,1;;
03/09/2023;700;22,5;;
03/09/2023;800;22,2;;
03/09/2023;900;22,2;;
03/09/2023;1000;22,7;;
03/09/2023;1100;25,8;;
03/09/2023;1200;27,7;;
03/09/2023;1300;30;;
03/09/2023;1400;31,8;;
03/09/2023;1500;33,8;;
03/09/2023;1600;35,5;;
03/09/2023;1700;35,9;;
03/09/2023;1800;36,1;;
03/09/2023;1900;36,6;;
03/09/2023;2000;36,1;;
03/09/2023;2100;33,3;;
03/09/2023;2200;30,7;;
03/09/2023;2300;28,4;;
04/09/2023;0;26,1;;
04/09/2023;100;null;;
04/09/2023;200;25,6;;
04/09/2023;300;24,4;;
04/09/2023;400;23,7;;
04/09/2023;500;24,6;;
04/09/2023;600;22,7;;
04/09/2023;700;22,3;;
04/09/2023;800;21,6;;
04/09/2023;900;22;;
04/09/2023;1000;24,4;;
04/09/2023;1100;28,2;;
04/09/2023;1200;31;;
04/09/2023;1300;33,6;;
04/09/2023;1400;34,3;;
04/09/2023;1500;35,2;;
04/09/2023;1600;35,8;;
04/09/2023;1700;36;;
04/09/2023;1800;36,4;;
04/09/2023;1900;36,7;;
04/09/2023;2000;35,2;;
04/09/2023;2100;33,4;;
04/09/2023;2200;28,8;;
04/09/2023;2300;28,7;;
05/09/2023;0;26,5;;
05/09/2023;100;26,5;;
05/09/2023;200;25,9;;
05/09/2023;300;23,9;;
05/09/2023;400;24,1;;
05/09/2023;500;22,9;;
05/09/2023;600;22,8;;
05/09/2023;700;21,8;;
05/09/2023;800;22;;
05/09/2023;900;21,3;;
05/09/2023;1000;23,5;;
05/09/2023;1100;30,1;;
05/09/2023;1200;33;;
05/09/2023;1300;34,4;;
05/09/2023;1400;35;;
05/09/2023;1500;36,6;;
05/09/2023;1600;36,7;;
05/09/2023;1700;37,6;;
05/09/2023;1800;37,6;;
05/09/2023;1900;37,6;;
05/09/2023;2000;37;;
05/09/2023;2100;35,2;;
05/09/2023;2200;31,3;;
05/09/2023;2300;29,1;;
06/09/2023;0;27,5;;
06/09/2023;100;27,8;;
06/09/2023;200;26,7;;
06/09/2023;300;28,3;;
06/09/2023;400;29,4;;
06/09/2023;500;27,8;;
06/09/2023;600;27,3;;
06/09/2023;700;27,9;;
06/09/2023;800;26,3;;
06/09/2023;900;25,2;;
06/09/2023;1000;28,4;;
06/09/2023;1100;30,8;;
06/09/2023;1200;32,1;;
06/09/2023;1300;32,4;;
06/09/2023;1400;34,9;;
06/09/2023;1500;36;;
06/09/2023;1600;36,6;;
06/09/2023;1700;36,9;;
06/09/2023;1800;36,6;;
06/09/2023;1900;37;;
06/09/2023;2000;35,9;;
06/09/2023;2100;33,5;;
06/09/2023;2200;30,5;;
06/09/2023;2300;30;;
07/09/2023;0;29,1;;
07/09/2023;100;29,3;;
07/09/2023;200;27,9;;
07/09/2023;300;27,1;;
07/09/2023;400;26,5;;
07/09/2023;500;28,4;;
07/09/2023;600;29,2;;
07/09/2023;700;29,3;;
07/09/2023;800;28,9;;
07/09/2023;900;28,6;;
07/09/2023;1000;28,8;;
07/09/2023;1100;29,3;;
07/09/2023;1200;30,3;;
07/09/2023;1300;32,1;;
07/09/2023;1400;32,7;;
07/09/2023;1500;34,5;;
07/09/2023;1600;35,3;;
07/09/2023;1700;35,8;;
07/09/2023;1800;35,5;;
07/09/2023;1900;35,2;;
07/09/2023;2000;34,4;;
07/09/2023;2100;33,1;;
07/09/2023;2200;31,3;;
07/09/2023;2300;29,9;;
08/09/2023;0;29,1;;
08/09/2023;100;27,5;;
08/09/2023;200;26,7;;
08/09/2023;300;26,3;;
08/09/2023;400;25,7;;
08/09/2023;500;24,6;;
08/09/2023;600;24,8;;
08/09/2023;700;23,3;;
08/09/2023;800;23,6;;
08/09/2023;900;27;;
08/09/2023;1000;27,8;;
08/09/2023;1100;29,4;;
08/09/2023;1200;30;;
08/09/2023;1300;32,2;;
08/09/2023;1400;33,3;;
08/09/2023;1500;34,8;;
08/09/2023;1600;34,6;;
08/09/2023;1700;35,8;;
08/09/2023;1800;36;;
08/09/2023;1900;36,6;;
08/09/2023;2000;36;;
08/09/2023;2100;34;;
08/09/2023;2200;30,5;;
08/09/2023;2300;30,1;;
09/09/2023;0;null;;
09/09/2023;100;30,7;;
09/09/2023;200;29,7;;
09/09/2023;300;29,1;;
09/09/2023;400;27,2;;
09/09/2023;500;25,4;;
09/09/2023;600;25,1;;
09/09/2023;700;24,4;;
09/09/2023;800;23,7;;
09/09/2023;900;27,1;;
09/09/2023;1000;28,1;;
09/09/2023;1100;30;;
09/09/2023;1200;30,7;;
09/09/2023;1300;32,1;;
09/09/2023;1400;33,5;;
09/09/2023;1500;34,8;;
09/09/2023;1600;35,6;;
09/09/2023;1700;36,5;;
09/09/2023;1800;37,1;;
09/09/2023;1900;36,6;;
09/09/2023;2000;36,3;;
09/09/2023;2100;34,2;;
09/09/2023;2200;30,3;;
09/09/2023;2300;28,3;;
10/09/2023;0;28,4;;
10/09/2023;100;27;;
10/09/2023;200;26,7;;
10/09/2023;300;24,9;;
10/09/2023;400;24;;
10/09/2023;500;22,6;;
10/09/2023;600;22,4;;
10/09/2023;700;21,8;;
10/09/2023;800;23,7;;
10/09/2023;900;23,9;;
10/09/2023;1000;28,5;;
10/09/2023;1100;30,6;;
10/09/2023;1200;31,5;;
10/09/2023;1300;33,1;;
10/09/2023;1400;34,9;;
10/09/2023;1500;36;;
10/09/2023;1600;36,9;;
10/09/2023;1700;37,2;;
10/09/2023;1800;37,5;;
10/09/2023;1900;37,2;;
10/09/2023;2000;36,6;;
10/09/2023;2100;34,7;;
10/09/2023;2200;31,2;;
10/09/2023;2300;29,7;;
11/09/2023;0;null;;
11/09/2023;100;29,5;;
11/09/2023;200;26,2;;
11/09/2023;300;24,6;;
11/09/2023;400;24,4;;
11/09/2023;500;24,5;;
11/09/2023;600;24,2;;
11/09/2023;700;23,2;;
11/09/2023;800;22,7;;
11/09/2023;900;27;;
11/09/2023;1000;28,2;;
11/09/2023;1100;31;;
11/09/2023;1200;32,3;;
11/09/2023;1300;33,7;;
11/09/2023;1400;35;;
11/09/2023;1500;35,5;;
11/09/2023;1600;36,7;;
11/09/2023;1700;37,1;;
11/09/2023;1800;37,4;;
11/09/2023;1900;37,1;;
11/09/2023;2000;36,7;;
11/09/2023;2100;34,9;;
11/09/2023;2200;30,5;;
11/09/2023;2300;30,4;;
12/09/2023;0;27,6;;
12/09/2023;100;29,2;;
12/09/2023;200;28,6;;
12/09/2023;300;28;;
12/09/2023;400;27,2;;
12/09/2023;500;26;;
12/09/2023;600;23,7;;
12/09/2023;700;24,3;;
12/09/2023;800;29,8;;
12/09/2023;900;29,6;;
12/09/2023;1000;29,5;;
12/09/2023;1100;30,2;;
12/09/2023;1200;31,5;;
12/09/2023;1300;33,4;;
12/09/2023;1400;34,9;;
12/09/2023;1500;34,5;;
12/09/2023;1600;35,3;;
12/09/2023;1700;36,4;;
12/09/2023;1800;36,4;;
12/09/2023;1900;35,9;;
12/09/2023;2000;36,8;;
12/09/2023;2100;34,3;;
12/09/2023;2200;31,4;;
12/09/2023;2300;29,9;;
13/09/2023;0;28,5;;
13/09/2023;100;28,5;;
13/09/2023;200;26,1;;
13/09/2023;300;26,4;;
13/09/2023;400;26,4;;
13/09/2023;500;24,9;;
13/09/2023;600;24,9;;
13/09/2023;700;23,3;;
13/09/2023;800;26,2;;
13/09/2023;900;26,9;;
13/09/2023;1000;28,2;;
13/09/2023;1100;31,5;;
13/09/2023;1200;32,8;;
13/09/2023;1300;34,2;;
13/09/2023;1400;35,3;;
13/09/2023;1500;36,4;;
13/09/2023;1600;37,7;;
13/09/2023;1700;36,5;;
13/09/2023;1800;38,4;;
13/09/2023;1900;38,5;;
13/09/2023;2000;37,8;;
13/09/2023;2100;35,6;;
13/09/2023;2200;31,7;;
13/09/2023;2300;30,6;;
14/09/2023;0;29,5;;
14/09/2023;100;26,5;;
14/09/2023;200;25,9;;
14/09/2023;300;24,8;;
14/09/2023;400;24,4;;
14/09/2023;500;23,2;;
14/09/2023;600;22,2;;
14/09/2023;700;22,1;;
14/09/2023;800;21,9;;
14/09/2023;900;21;;
14/09/2023;1000;24,6;;
14/09/2023;1100;28,3;;
14/09/2023;1200;33,4;;
14/09/2023;1300;33,3;;
14/09/2023;1400;34,7;;
14/09/2023;1500;36,5;;
14/09/2023;1600;36,8;;
14/09/2023;1700;37,2;;
14/09/2023;1800;38,1;;
14/09/2023;1900;38,1;;
14/09/2023;2000;37,4;;
14/09/2023;2100;35,3;;
14/09/2023;2200;31;;
14/09/2023;2300;29,7;;
15/09/2023;0;27,9;;
15/09/2023;100;27;;
15/09/2023;200;25,3;;
15/09/2023;300;24,8;;
15/09/2023;400;23,7;;
15/09/2023;500;23,1;;
15/09/2023;600;22,8;;
15/09/2023;700;22,3;;
15/09/2023;800;21,4;;
15/09/2023;900;23,4;;
15/09/2023;1000;24,1;;
15/09/2023;1100;28,8;;
15/09/2023;1200;31,5;;
15/09/2023;1300;33,6;;
15/09/2023;1400;34,3;;
15/09/2023;1500;36;;
15/09/2023;1600;36,9;;
15/09/2023;1700;37;;
15/09/2023;1800;37,6;;
15/09/2023;1900;37,1;;
15/09/2023;2000;37;;
15/09/2023;2100;35,5;;
15/09/2023;2200;32;;
15/09/2023;2300;30,5;;
16/09/2023;0;29,3;;
16/09/2023;100;29,9;;
16/09/2023;200;26,1;;
16/09/2023;300;25,3;;
16/09/2023;400;24,6;;
16/09/2023;500;23,8;;
16/09/2023;600;23,9;;
16/09/2023;700;24,4;;
16/09/2023;800;23,2;;
16/09/2023;900;25,5;;
16/09/2023;1000;26,5;;
16/09/2023;1100;31,7;;
16/09/2023;1200;33;;
16/09/2023;1300;35,2;;
16/09/2023;1400;36,3;;
16/09/2023;1500;36,5;;
16/09/2023;1600;37,1;;
16/09/2023;1700;37,4;;
16/09/2023;1800;37,9;;
16/09/2023;1900;37,7;;
16/09/2023;2000;37,2;;
16/09/2023;2100;34,1;;
16/09/2023;2200;31,7;;
16/09/2023;2300;31,4;;
17/09/2023;0;31,3;;
17/09/2023;100;30,5;;
17/09/2023;200;28,2;;
17/09/2023;300;28,1;;
17/09/2023;400;27;;
17/09/2023;500;25;;
17/09/2023;600;24,5;;
17/09/2023;700;25;;
17/09/2023;800;24,2;;
17/09/2023;900;25,8;;
17/09/2023;1000;27,5;;
17/09/2023;1100;29,9;;
17/09/2023;1200;31,6;;
17/09/2023;1300;32,7;;
17/09/2023;1400;34,3;;
17/09/2023;1500;35,6;;
17/09/2023;1600;35,2;;
17/09/2023;1700;35,9;;
17/09/2023;1800;35,7;;
17/09/2023;1900;36,8;;
17/09/2023;2000;35,7;;
17/09/2023;2100;33;;
17/09/2023;2200;29,8;;
17/09/2023;2300;29,1;;
18/09/2023;0;27,4;;
18/09/2023;100;26,7;;
18/09/2023;200;26,7;;
18/09/2023;300;25,9;;
18/09/2023;400;24,8;;
18/09/2023;500;23,4;;
18/09/2023;600;22,9;;
18/09/2023;700;23,9;;
18/09/2023;800;24,1;;
18/09/2023;900;24,9;;
18/09/2023;1000;26,1;;
18/09/2023;1100;30,5;;
18/09/2023;1200;31,8;;
18/09/2023;1300;33,8;;
18/09/2023;1400;35,1;;
18/09/2023;1500;35,4;;
18/09/2023;1600;37,1;;
18/09/2023;1700;36,4;;
18/09/2023;1800;37,4;;
18/09/2023;1900;37,2;;
18/09/2023;2000;36,7;;
18/09/2023;2100;34,5;;
18/09/2023;2200;31,2;;
18/09/2023;2300;29,4;;
19/09/2023;0;28,1;;
19/09/2023;100;27,5;;
19/09/2023;200;29,2;;
19/09/2023;300;26,6;;
19/09/2023;400;26,4;;
19/09/2023;500;23,7;;
19/09/2023;600;22,9;;
19/09/2023;700;22,3;;
19/09/2023;800;22,9;;
19/09/2023;900;24,4;;
19/09/2023;1000;28,9;;
19/09/2023;1100;30,3;;
19/09/2023;1200;31,2;;
19/09/2023;1300;33;;
19/09/2023;1400;34,3;;
19/09/2023;1500;36,1;;
19/09/2023;1600;36,5;;
19/09/2023;1700;37,5;;
19/09/2023;1800;37,7;;
19/09/2023;1900;37,6;;
19/09/2023;2000;36,9;;
19/09/2023;2100;35,1;;
19/09/2023;2200;31,2;;
19/09/2023;2300;30;;
20/09/2023;0;29;;
20/09/2023;100;28,5;;
20/09/2023;200;29,9;;
20/09/2023;300;28,5;;
20/09/2023;400;26,5;;
20/09/2023;500;24,6;;
20/09/2023;600;24,5;;
20/09/2023;700;25,5;;
20/09/2023;800;29;;
20/09/2023;900;29,7;;
20/09/2023;1000;29,5;;
20/09/2023;1100;30,7;;
20/09/2023;1200;31,6;;
20/09/2023;1300;33,5;;
20/09/2023;1400;36,1;;
20/09/2023;1500;37,8;;
20/09/2023;1600;38,4;;
20/09/2023;1700;38,9;;
20/09/2023;1800;38,3;;
20/09/2023;1900;38;;
20/09/2023;2000;37,5;;
20/09/2023;2100;35,6;;
20/09/2023;2200;31,9;;
20/09/2023;2300;30,2;;
21/09/2023;0;29,9;;
21/09/2023;100;29,5;;
21/09/2023;200;30,5;;
21/09/2023;300;30,7;;
21/09/2023;400;28,5;;
21/09/2023;500;29,2;;
21/09/2023;600;30,4;;
21/09/2023;700;29,5;;
21/09/2023;800;29,3;;
21/09/2023;900;28,6;;
21/09/2023;1000;29,6;;
21/09/2023;1100;30,7;;
21/09/2023;1200;32,2;;
21/09/2023;1300;33;;
21/09/2023;1400;34,9;;
21/09/2023;1500;35,8;;
21/09/2023;1600;36,8;;
21/09/2023;1700;37,6;;
21/09/2023;1800;37,8;;
21/09/2023;1900;37,7;;
21/09/2023;2000;37;;
21/09/2023;2100;34,4;;
21/09/2023;2200;31,8;;
21/09/2023;2300;30,6;;
22/09/2023;0;27,8;;
22/09/2023;100;null;;
22/09/2023;200;26,8;;
22/09/2023;300;26;;
22/09/2023;400;26,6;;
22/09/2023;500;27;;
22/09/2023;600;25,6;;
22/09/2023;700;30,5;;
22/09/2023;800;29;;
22/09/2023;900;29,3;;
22/09/2023;1000;29,7;;
22/09/2023;1100;30,8;;
22/09/2023;1200;32;;
22/09/2023;1300;34;;
22/09/2023;1400;35,2;;
22/09/2023;1500;36,7;;
22/09/2023;1600;37,5;;
22/09/2023;1700;38,1;;
22/09/2023;1800;38,3;;
22/09/2023;1900;38,2;;
22/09/2023;2000;37,6;;
22/09/2023;2100;35,2;;
22/09/2023;2200;32,6;;
22/09/2023;2300;null;;
23/09/2023;0;30,4;;
23/09/2023;100;28,7;;
23/09/2023;200;28,3;;
23/09/2023;300;27;;
23/09/2023;400;26,3;;
23/09/2023;500;24,3;;
23/09/2023;600;25,1;;
23/09/2023;700;25,3;;
23/09/2023;800;24,4;;
23/09/2023;900;24,3;;
23/09/2023;1000;26,5;;
23/09/2023;1100;31;;
23/09/2023;1200;34,3;;
23/09/2023;1300;36,4;;
23/09/2023;1400;36,8;;
23/09/2023;1500;37,5;;
23/09/2023;1600;37,6;;
23/09/2023;1700;38,7;;
23/09/2023;1800;38;;
23/09/2023;1900;37,8;;
23/09/2023;2000;36,8;;
23/09/2023;2100;34,9;;
23/09/2023;2200;32,1;;
23/09/2023;2300;30,1;;
24/09/2023;0;29,9;;
24/09/2023;100;29;;
24/09/2023;200;27,4;;
24/09/2023;300;27,1;;
24/09/2023;400;26,6;;
24/09/2023;500;25,7;;
24/09/2023;600;25,4;;
24/09/2023;700;25,1;;
24/09/2023;800;24,9;;
24/09/2023;900;24,6;;
24/09/2023;1000;25,9;;
24/09/2023;1100;28,5;;
24/09/2023;1200;32;;
24/09/2023;1300;34,9;;
24/09/2023;1400;35,4;;
24/09/2023;1500;36,1;;
24/09/2023;1600;37,5;;
24/09/2023;1700;38,1;;
24/09/2023;1800;38,3;;
24/09/2023;1900;38,7;;
24/09/2023;2000;37,3;;
24/09/2023;2100;35,7;;
24/09/2023;2200;33,1;;
24/09/2023;2300;null;;
25/09/2023;0;null;;
25/09/2023;100;29,9;;
25/09/2023;200;29,2;;
25/09/2023;300;27,7;;
25/09/2023;400;27,4;;
25/09/2023;500;26;;
25/09/2023;600;25,9;;
25/09/2023;700;24,9;;
25/09/2023;800;24,9;;
25/09/2023;900;24,9;;
25/09/2023;1000;25,8;;
25/09/2023;1100;28,8;;
25/09/2023;1200;31,5;;
25/09/2023;1300;34,2;;
25/09/2023;1400;34,7;;
25/09/2023;1500;36,5;;
25/09/2023;1600;37;;
25/09/2023;1700;36,4;;
25/09/2023;1800;33,4;;
25/09/2023;1900;37;;
25/09/2023;2000;38;;
25/09/2023;2100;34,3;;
25/09/2023;2200;33,2;;
25/09/2023;2300;null;;
26/09/2023;0;30,4;;
26/09/2023;100;null;;
26/09/2023;200;29;;
26/09/2023;300;28,6;;
26/09/2023;400;27,8;;
26/09/2023;500;27,2;;
26/09/2023;600;28,5;;
26/09/2023;700;27,6;;
26/09/2023;800;26,9;;
26/09/2023;900;26,7;;
26/09/2023;1000;27,7;;
26/09/2023;1100;30,4;;
26/09/2023;1200;32,7;;
26/09/2023;1300;33,2;;
26/09/2023;1400;35;;
26/09/2023;1500;36,8;;
26/09/2023;1600;35,6;;
26/09/2023;1700;35,5;;
